,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
59,59,59,59,3,32,34,50,-0.2144205466220992,1,5,12,15,0.8984075380139254,23,33,36,43,0.9531234361237562,12,14,16,21,0.4033877889516261,6,8,9,17,0.5722537133027878,1,7,23,26,0.8504400527835932,7,8,10,20,0.2402324199528227,1,20,26,27,0.4151504306400969,5,7,8,11,-0.578254048854475,1,2,7,9,0.9222633914889832,20,11,8,9,-0.9931168253975748
60,60,60,60,9,14,29,32,0.626722262174858,8,14,17,19,0.4044729575317763,1,14,25,31,0.6389789712298417,8,11,12,26,-0.4523791658418421,4,12,15,25,-0.1925662352262716,14,26,27,39,0.3008538515759578,14,16,17,20,0.4339474141909922,8,11,17,23,-0.4772321453689698,9,11,14,16,0.3504085567779496,7,9,17,20,0.8883735285020979,20,11,8,9,-0.9948991506085656
61,61,61,61,7,8,17,19,0.6301167943628787,5,9,11,13,0.6268513974248018,8,23,25,31,0.1995474579752599,1,8,9,14,0.4984804797777841,1,6,14,16,0.9012002186809795,26,31,43,46,0.8878720483913078,1,14,19,27,0.6826028236543458,5,6,7,8,0.2672982454204938,8,16,24,26,0.686864321296175,1,9,16,20,0.8226034409032512,20,11,8,9,-0.9761796319950364
62,62,62,62,2,7,23,29,0.89424050986155,11,13,16,29,0.6014350149538497,3,10,24,26,0.6587972376963753,1,3,8,13,-0.346899414267201,24,28,42,54,0.4376521478184551,1,7,9,16,0.9663924139650732,4,5,7,8,-0.538743920431046,9,26,30,33,0.8086485368439749,1,7,11,24,0.6201025868097394,5,8,11,20,-1.0011182759585404,20,11,8,9,-0.9911409582950883
63,63,63,63,3,11,14,25,-1.3647641586158636,1,6,14,17,0.8892500898603597,1,10,15,16,0.8384787196770953,5,8,19,20,0.3500816626963173,8,10,16,17,0.3581516208028916,9,12,13,14,0.8217051688691842,7,9,29,34,0.9255833662593048,7,8,17,23,0.5731199628498295,1,8,9,10,0.3405589414757319,8,9,14,24,0.6018186530775826,20,11,8,9,-0.9929721599458337
64,64,64,64,7,10,11,13,0.6152721565114401,6,9,12,22,0.9833924306916756,10,13,17,21,0.8017643719472073,9,18,20,22,0.84778568426209,23,25,26,31,0.7993782298423681,1,14,16,17,0.5795084872925624,5,11,24,30,0.3088496941812003,5,7,8,9,0.4679385183532328,5,8,9,11,-0.4297772707761633,8,9,11,15,-0.5358119585705268,20,11,8,9,-0.9794139267058921
65,65,65,65,3,7,11,17,-0.5081746424455331,3,22,25,38,0.2348537358172966,1,15,22,29,0.9711440414454852,9,16,24,34,0.9091232028209836,16,19,25,38,0.8141954956258655,8,11,14,26,-0.4382105237862419,5,9,11,14,0.5782361914811063,7,11,17,20,0.2073337354794402,9,11,14,17,0.356547701121049,1,9,11,16,0.4842176717559813,20,11,8,9,-0.9758265657820095
66,66,66,66,1,10,19,20,0.7710504395808946,9,15,17,20,0.7417043203255578,4,24,35,57,0.3648182919721727,14,34,42,44,0.4023241032649108,7,10,11,17,0.5550222191050705,1,9,14,17,0.8384708914693725,6,8,9,10,0.4105986426260974,7,14,20,23,0.8841984249696567,9,14,16,18,0.6427138717712029,1,9,11,20,0.1913785445810749,20,11,8,9,-0.9902361096672025
67,67,67,67,3,4,5,9,-0.3863195915921937,10,23,24,32,0.6740614661971425,1,12,16,26,0.8812466923746796,1,5,21,23,0.7734740311962829,9,27,30,48,-0.8654290729066667,7,11,14,24,0.6226637751096897,13,20,29,42,0.7585599978084769,1,8,17,19,0.5593145989005939,1,5,9,20,0.8029855474484434,1,7,8,20,0.209045481750684,20,11,8,9,-0.9923404815189405
68,68,68,68,7,17,35,37,0.4325870708019007,1,5,16,19,0.9893325349219818,19,21,32,35,-0.2598997049299474,3,5,8,13,-0.2970535599887181,8,9,11,20,-0.9892008170027048,7,9,13,17,0.982464241735482,20,33,38,41,0.7896896533309228,17,19,20,23,0.9280350584839052,3,4,8,9,-2.0161450814611523,7,8,11,17,-0.567273312245316,20,11,8,9,-0.9892008170027049
69,69,69,69,12,23,27,40,0.2992059496639702,2,4,7,8,-0.3116758387090896,9,14,17,18,0.6323317039384445,1,9,11,25,0.012948407257638,9,23,30,32,0.2675312686127808,1,9,15,26,0.9511708796873316,7,8,9,11,-0.4495810660654791,5,8,11,23,-0.3917215895313208,5,7,8,14,0.4905132225224367,7,8,9,11,-0.4495810660654791,20,11,8,9,-0.9899167703162943
70,70,70,70,9,17,25,27,0.1674305233265554,7,18,19,24,0.9911835810311408,1,5,12,16,0.8982038604379985,2,11,12,24,0.6177131214607271,13,20,24,27,0.5629784650614506,1,8,11,14,-0.6413346556927664,5,9,20,39,0.5453774120448729,9,14,16,17,0.6440891102942159,8,11,27,30,-2.720439564999935,8,14,20,22,0.2211111523771239,20,11,8,9,-0.9971540890463766
71,71,71,71,3,7,26,29,0.5595986863549011,3,17,24,28,-0.1531395135470152,3,8,14,16,-0.8011763076592318,5,8,10,11,-0.4510149513961274,8,10,11,19,-0.3917780019851893,2,5,9,23,0.9102101322911702,24,34,41,43,0.5942100186849135,8,9,17,20,0.1978311667953011,7,9,14,16,0.944130204037572,1,11,19,20,0.3064377216298239,20,11,8,9,-0.9985036515090697
72,72,72,72,7,12,22,25,0.7708073955077503,2,4,8,11,-1.9614024069065432,5,6,22,24,0.8877848840199177,8,9,11,16,-0.5505702346686547,8,17,24,25,0.1329947993547043,1,23,34,35,0.8259721537058837,8,11,18,20,-1.1775818114037024,16,17,28,29,0.5371619465158104,1,7,9,25,0.6842256695210877,1,20,23,28,0.4151044676958425,20,11,8,9,-0.9954918259745473
73,73,73,73,6,8,9,14,0.5761579965510264,3,5,12,18,0.4257187608185712,9,10,14,20,0.7256769400152987,9,16,26,34,0.9521199932346036,7,17,24,38,0.9666385621625894,8,9,14,25,0.0327838747272782,7,14,17,19,0.9320835507698608,8,9,16,20,0.2047445807521964,17,20,24,29,0.9330274926976052,1,9,16,20,0.8185699459717792,20,11,8,9,-0.998143271961881
74,74,74,74,5,6,20,24,0.7951040905635455,1,8,10,13,0.5688468238558899,3,4,11,16,-2.2334942052354982,11,16,37,44,-0.6132623218590878,2,16,17,19,0.8175123461370835,7,8,11,12,-0.5258990035944695,1,9,16,20,0.8206348165496582,1,9,14,17,0.8416488060867933,8,9,14,20,0.2172587024163645,1,16,20,23,0.8822267768793649,20,11,8,9,-0.9831440802703761
75,75,75,75,3,14,20,23,0.2995626725502451,5,16,18,32,0.4288967489869354,5,19,21,26,0.8212987335857198,1,8,43,47,-0.2656386097513241,1,8,9,11,-0.5131185283945414,5,7,16,23,0.8801731889956438,3,10,20,24,0.3510569523018289,1,5,8,16,0.5206019666730766,9,20,24,27,0.4586570439977679,5,8,11,13,-0.3426236064031729,20,11,8,9,-0.9954047210186776
76,76,76,76,6,18,24,34,0.976193257126695,1,8,11,16,-0.6206950695960651,9,13,19,20,0.8242353241930203,1,3,14,17,0.3272688394099361,7,9,20,25,0.4788566510329992,7,9,20,22,0.8668163954486658,6,16,17,23,0.9193999368853184,7,8,21,23,0.2064519199644447,1,11,18,20,0.1306302274728632,1,11,14,16,0.2797027385724766,20,11,8,9,-0.9836080561247416
77,77,77,77,8,9,10,14,0.4091866209022613,21,24,30,40,0.0186363714901708,7,22,26,30,0.8400474117835852,10,11,17,18,0.3350048717160361,2,5,8,13,0.6964882342974945,14,25,26,29,0.80525469540618,8,16,27,45,-1.011367657125195,1,8,23,25,0.1208467415043446,11,17,24,26,0.6666409481073181,8,26,35,42,-0.0742698379408803,20,11,8,9,-0.9823596747913568
78,78,78,78,5,7,9,21,0.7028209738299971,5,7,8,16,0.4992197314381076,5,9,11,15,0.5732549975919445,1,3,7,11,-0.475228571143508,8,11,19,20,-0.8189288059761552,8,17,26,28,-0.2079068846148415,8,17,19,23,0.6658126318313489,18,20,29,31,0.8730040499485054,8,11,16,20,-1.1340540200958475,5,8,20,23,0.2947830797789545,20,11,8,9,-0.981390437284869
79,79,79,79,5,8,10,15,0.5728883162231171,9,11,14,18,0.338767847905097,16,21,24,26,0.8931387742504382,1,9,17,25,0.6929617400862151,28,44,50,56,0.3538255355767031,2,8,20,23,0.4094953112566573,17,18,20,23,0.7631149069336529,1,8,11,14,-0.6396244813096719,1,8,9,11,-0.5147984038427174,9,16,20,43,0.7274763370066293,20,11,8,9,-0.9975334189911667
80,80,80,80,9,14,15,27,0.5152093707977434,8,18,19,26,0.6625263743341563,1,6,16,20,0.8640635087867387,8,16,17,19,0.4164192702197263,5,7,30,32,0.1039014258113364,5,9,11,23,0.5620134023728303,1,5,11,23,0.5551100666516569,1,8,14,20,0.1619858715265829,1,9,16,36,0.8609447916143098,1,8,11,14,-0.6170200161995281,20,11,8,9,-0.9824457593565059
81,81,81,81,5,27,29,42,0.4668507154652777,1,9,16,28,0.606111716940958,7,13,18,20,0.8913591750064312,24,35,36,40,0.5425389925266578,7,8,9,11,-0.4432371363378165,13,18,28,29,0.7208329724363571,1,4,8,9,-0.4622415621325775,11,13,16,26,0.6121620490543305,3,8,11,14,-2.2702527742289567,1,8,9,17,0.4895567464766308,20,11,8,9,-0.9808295305167376
82,82,82,82,5,9,13,17,0.9825725833620296,2,9,17,21,0.7999515827203055,8,29,31,42,0.4341724687626928,2,5,8,11,-0.3432692033285234,10,13,24,33,0.8645224544686432,1,9,19,20,0.7722339440690287,1,7,8,11,-0.5172230561426079,8,9,14,16,0.3723060955506831,9,19,28,33,0.6502282583618881,11,16,37,41,-0.3342795310960988,20,11,8,9,-0.995398652041598
83,83,83,83,1,4,12,13,0.5335810899261044,3,15,16,25,-0.2002333273578822,3,10,12,13,0.5678550844815408,1,2,5,9,0.9240721069377088,4,7,8,11,-2.136739975347764,1,9,14,26,0.951136839328915,8,11,16,20,-1.1638037333333635,7,8,9,11,-0.4564451060794303,17,26,27,29,0.731807908027395,1,7,11,20,0.1962082280221231,20,11,8,9,-0.9975889238927906
84,84,84,84,4,6,13,14,0.5976921520601362,8,11,14,17,-0.901024570386218,9,10,16,17,0.7670493366820043,1,11,26,28,-0.1908016194794144,9,17,19,30,0.7963939846945551,7,9,33,36,0.7756111251415729,8,11,14,23,-0.4619673712849412,8,16,17,20,-0.0460768354514997,1,6,7,9,0.8041269979977865,9,24,25,30,0.4284490199488755,20,11,8,9,-0.9971392087408988
85,85,85,85,6,10,18,31,0.9771620760473464,3,11,22,28,-1.634876248775628,1,3,7,8,-0.4764863752270241,5,8,11,13,-0.3440413080956004,1,14,16,20,0.6919169328858443,1,8,9,13,0.570681035581827,1,14,27,28,-0.1829758604876854,7,8,16,23,0.5778119796405803,1,5,7,11,0.4228581659700309,9,14,21,24,0.8379199475547332,20,11,8,9,-0.9962898173487194
86,86,86,86,1,4,17,30,0.066961525785856,9,17,27,31,0.6216507954430622,17,34,47,50,0.7574889728463222,11,21,26,27,-0.7574322814367715,2,11,16,31,0.4729890985319146,10,16,17,24,0.8519574729214818,7,11,16,26,0.5641669145636092,9,16,17,20,0.7411296964440321,1,8,30,31,0.1641146078697699,1,7,9,14,0.9661125164533676,20,11,8,9,-0.9946656529297369
87,87,87,87,3,13,14,16,0.3556016924167615,10,19,26,28,0.6675451862147964,21,25,26,32,-0.4202389111615099,17,25,28,32,-1.0432990005161416,1,7,8,19,0.6042823585427608,5,25,31,32,0.1598169871858586,1,5,8,9,0.5220306253524667,11,20,30,31,-0.2382368142628996,8,9,17,25,0.0400847210676942,8,9,11,14,-0.5279091154131861,20,11,8,9,-0.9772047701698923
88,88,88,88,20,31,36,38,0.920887496851326,4,8,11,21,-3.0479739687027365,15,25,26,31,0.7286607379742156,2,5,9,16,0.9832139850107616,13,17,24,25,0.7754062405010209,9,11,17,20,0.1827068465821848,1,7,8,9,0.5083423423130542,1,6,7,11,0.415642975963059,4,25,40,56,-0.5125372633278427,1,7,8,9,0.5083423423130542,20,11,8,9,-0.9982007088393248
89,89,89,89,1,7,13,19,0.9591482801399268,3,10,12,18,0.4078124133172756,8,23,26,32,-0.1911981692044091,8,9,10,12,0.413580829378531,1,7,11,23,0.5477686733301168,9,24,26,27,0.730084985189696,8,16,17,20,-0.0241129405628406,1,7,8,11,-0.498739337147442,5,7,11,23,0.4343089259122581,1,8,14,19,0.5766400198799588,20,11,8,9,-0.9798079673563551
90,90,90,90,3,9,12,23,0.6162909978553879,9,10,29,30,0.6463635023426497,5,7,19,24,0.8350862626976925,1,3,8,9,-0.4749671366260406,7,8,20,22,0.3323303480978749,4,5,16,18,0.4061909046781813,1,7,11,14,0.5004497424528743,5,7,9,14,0.9440085983434354,1,8,9,11,-0.5137107346294223,1,5,8,9,0.5169314309313862,20,11,8,9,-0.9961564581482776
91,91,91,91,1,11,12,15,0.2875210294644208,6,10,11,12,0.5748887001046774,10,11,17,18,0.3342949871478538,20,25,30,35,-0.7822756600080758,8,11,14,23,-0.4403287285250261,10,11,16,20,0.1961695091454742,3,7,8,14,-0.4749200023696285,5,6,17,18,0.8897924660446432,1,11,17,19,0.5535539442145534,7,9,20,30,0.569744328071043,20,11,8,9,-0.9808664794233699
92,92,92,92,6,9,11,13,0.6178207237423682,12,16,21,25,0.1625375866794477,2,10,25,26,0.7767367452796876,16,22,25,31,0.6417368755700602,1,5,8,17,0.5130700731313456,13,19,20,32,0.4497973258077944,1,8,14,25,-0.0544567355820171,7,8,9,25,0.0800823749069001,7,14,21,22,0.8400886304044248,8,11,14,20,-1.1591960158796804,20,11,8,9,-0.997081261316255
93,93,93,93,3,8,12,18,-0.8021815232021976,9,11,13,17,0.5284273602882497,9,16,19,20,0.8363050181604699,7,10,23,29,0.8141473839073166,5,16,20,23,0.885841793271111,8,11,17,18,-0.931979763244564,7,9,11,14,0.5613368583462046,12,14,28,33,0.5558049437031111,1,5,7,9,0.8081858463249318,5,16,17,20,0.776262809673657,20,11,8,9,-0.9988817645490109
94,94,94,94,4,7,34,43,0.3704572020844727,3,12,43,47,-0.3061570681665493,6,7,23,26,0.6802514382531826,15,21,35,36,0.5044013130804109,11,15,23,25,0.089034004663097,5,16,19,41,0.910604521142445,1,8,9,17,0.4883123638150378,9,14,20,23,0.8890392707249151,8,9,16,19,0.553591800107334,8,20,23,24,0.4613059153202316,20,11,8,9,-0.983199720965364
95,95,95,95,4,7,16,17,0.4018618564314373,3,22,26,30,0.3376981672127929,13,15,26,30,0.8470179137970661,23,35,39,44,-0.1572981033218146,3,17,26,29,0.6473146980138457,1,7,8,10,0.5041513651770276,8,23,41,46,0.5229803169908467,8,17,20,24,0.3067857593444202,1,7,9,11,0.5036357733633017,5,7,14,20,0.821099010435899,20,11,8,9,-0.9989973828607588
96,96,96,96,4,17,26,29,0.6471030419941246,3,4,17,29,-0.3882507750318695,5,7,8,9,0.4630680618610964,3,10,12,16,0.4058482612564895,1,23,28,36,0.7180307494244975,1,7,8,9,0.5088799735755349,1,9,14,20,0.8194429872163291,9,10,16,17,0.7671867899515513,1,7,8,10,0.5048168547000591,1,7,8,17,0.5070752019601723,20,11,8,9,-0.9967134902971009
97,97,97,97,8,9,19,20,0.2772065575778586,1,9,10,11,0.3341632563985187,9,12,18,33,0.8514505163202151,3,9,11,15,-0.5152918057351692,9,11,31,33,0.6308110807828258,5,7,8,11,-0.5777346166401833,7,8,14,17,0.3871467959095604,11,14,20,25,-0.5194388483508259,5,7,14,16,0.8924713873141192,7,11,14,18,0.360460957320189,20,11,8,9,-0.9951305198974087
98,98,98,98,8,20,22,23,0.4239876081634519,20,24,25,28,-0.0650531350339151,28,29,34,37,0.391226490678788,2,8,11,17,-0.517302202427455,19,20,21,23,0.6897716108368044,1,9,14,24,0.9218336579760948,11,20,21,25,-1.182606200527644,9,17,26,28,0.7011887913867092,8,14,16,17,-0.0114602381103823,8,9,11,16,-0.5307777601347028,20,11,8,9,-0.9773947222560231
99,99,99,99,5,7,13,31,0.9151055128849516,9,11,35,38,0.1943633032979386,7,14,15,23,0.9165791347603032,7,8,9,43,0.4200479209134229,5,9,14,17,0.9414607019010508,8,16,18,23,0.4025297840131314,7,8,9,24,0.6125427181942193,1,11,17,18,0.2340391166273459,7,20,24,27,0.4810074790324247,7,8,14,17,0.3860369963504398,20,11,8,9,-0.9973525742888594
100,100,100,100,1,18,25,30,0.2658354527293138,1,8,10,12,0.4898054110686648,6,19,35,43,0.6576977273953948,6,9,18,20,0.8881967935877049,1,11,13,15,0.4913497601260977,5,9,14,23,0.9715579738712584,1,7,8,9,0.5084004666204494,7,11,26,29,0.5521649730092633,8,9,10,11,-0.614009542621071,30,34,42,55,0.4762352388553997,20,11,8,9,-0.9970809849230453
101,101,101,101,4,5,9,23,0.5722173712578058,12,13,17,20,0.6926687955330015,8,12,20,25,-0.4700464324956228,5,9,14,38,0.9626536643688184,2,9,17,36,0.8664881673443442,1,4,8,16,-0.5608398384005455,23,26,27,28,0.1013428702604668,5,7,11,14,0.4883099453179338,1,7,8,9,0.5119321545881488,1,11,14,19,0.5620883419797409,20,11,8,9,-0.981472754161917
102,102,102,102,10,19,21,29,0.7738047648121423,7,8,21,26,0.1966203510626138,3,11,16,18,-0.8524921504433052,4,8,9,19,-0.3465591434239821,1,5,14,18,0.8893384549310681,7,11,14,16,0.372618364694059,7,16,24,25,0.8145672986838147,1,7,8,11,-0.5167961748088148,16,24,30,34,0.8069548594082192,1,5,9,26,0.8583630842092251,20,11,8,9,-0.9956219987691994
103,103,103,103,12,17,24,28,0.5621513784292442,9,14,19,26,0.918293687939148,4,5,9,10,0.416192701522377,5,8,15,16,0.4119960588993803,4,10,15,21,0.152193102839929,1,5,9,11,0.5150996971417966,7,8,9,17,0.5751839220013598,7,20,23,25,0.491080472434503,7,9,17,26,0.9676258138847084,7,8,9,14,0.5809784289343483,20,11,8,9,-0.9814057757496166
104,104,104,104,14,17,19,21,0.7194096202029998,17,18,32,36,0.4275880565430086,8,14,16,36,0.4087319443795768,11,14,19,27,-0.2131686088743363,5,8,20,23,0.2859900373127303,7,14,20,23,0.883964443605364,7,9,16,23,0.9700300212021244,1,7,8,9,0.5095961002864557,7,8,11,16,-0.5586986809851033,1,5,7,8,0.4299991716610472,20,11,8,9,-0.9947044317181457
105,105,105,105,3,5,9,12,0.6057223425252323,3,5,28,34,-0.1252373864952241,8,13,14,23,0.6340065777147419,25,26,27,43,-0.058077971280404,8,14,16,17,-0.0068896977421628,1,9,17,19,0.8836784559543508,8,9,16,17,0.3773135969595738,11,15,16,17,-0.0503351186436793,1,14,19,20,0.8783296984517018,11,25,27,28,-2.5112844794754,20,11,8,9,-0.9752621398318233
106,106,106,106,6,24,33,44,0.8637236600151907,25,26,28,29,0.3158140589158393,1,5,11,17,0.5035694095746412,12,14,15,16,0.2280074351934743,9,10,11,14,0.3990808531611948,9,11,29,33,0.6287302122220542,9,13,16,19,0.889512742901218,5,9,15,23,0.9715573765682864,11,16,17,26,0.3853408307144562,1,16,19,26,0.9838315808811958,20,11,8,9,-0.9899581058885603
107,107,107,107,5,10,22,23,0.905350680241916,5,8,12,14,0.4198789914861881,13,16,17,26,0.8402470982467066,5,7,8,11,-0.5705659750410521,9,10,11,14,0.399123906548163,1,7,11,16,0.5039733760404688,8,14,20,28,-0.8541030037711461,11,17,22,42,0.2514029842368637,7,9,13,14,0.9825954110339832,1,20,21,23,0.6021416192134883,20,11,8,9,-0.989030848324211
108,108,108,108,10,12,17,24,0.8600889697866565,8,9,11,12,-0.5137626703920684,7,12,18,19,0.9418516441731798,13,16,27,34,0.615681734905916,2,8,11,18,-0.5160314244329305,8,9,10,20,0.0872533074060879,4,16,26,32,-0.325161018843231,2,4,11,32,-1.8391420798188696,9,11,16,20,0.2053330288207618,7,8,9,24,0.6156601391813662,20,11,8,9,-0.9749186033509809
109,109,109,109,15,17,27,42,0.1710046207805617,5,16,19,20,0.9266641276679504,4,9,13,14,0.5757267025571544,12,20,23,30,0.6384673142529131,13,14,17,20,0.6884490065682922,1,11,14,25,-0.0498927113957465,7,9,10,24,0.7079689806281932,7,11,20,23,0.278532932995426,5,7,29,37,0.6417764562002013,1,7,11,16,0.5143165652702286,20,11,8,9,-0.9780496488031925
110,110,110,110,9,18,23,28,0.6963940360680678,8,14,36,40,0.1663515033071124,1,7,17,25,0.7243671366294457,7,14,23,27,0.6885974477328011,9,10,18,26,0.832650506158659,20,36,55,43,0.7735110637667533,1,5,9,16,0.9666956413806111,7,8,11,16,-0.5529387414356011,7,8,20,24,0.3743133119945365,7,8,9,11,-0.4500811099392077,20,11,8,9,-0.9899862707297575
111,111,111,111,5,9,23,25,0.7146315900022538,9,14,22,40,0.7809583805567883,5,29,35,45,0.4153351994995198,1,12,14,25,0.5629691755156294,9,16,24,30,0.837804246319402,1,7,11,14,0.5068548799685066,4,8,9,27,-1.7299516038384095,1,7,14,17,0.8925877311431922,7,8,16,17,0.3902300576378714,8,9,11,15,-0.5447875242118836,20,11,8,9,-0.9877889572787668
112,112,112,112,9,31,34,44,0.7488708451700948,8,9,10,16,0.4061296130640144,5,13,16,47,0.8149491518210079,6,10,19,23,0.8134496859456939,5,17,26,32,0.6102318387403801,1,8,10,11,-0.5192194149918137,9,16,17,26,0.90148774570846,4,14,16,17,-0.0002654074789925,5,9,11,26,0.5596684303444185,1,5,9,11,0.5127808648955194,20,11,8,9,-0.9940616640689344
113,113,113,113,7,9,13,16,0.9824569850549824,7,13,26,30,0.8396222102827459,4,6,9,16,0.5925515478369198,9,24,27,35,0.3827416662177292,4,17,24,25,0.1585899337683363,7,14,15,17,0.6973071589616999,1,8,16,17,0.2810512176807285,8,16,20,24,0.3217125249023247,4,8,9,19,-0.3419095862600305,5,8,16,20,0.2288229337111306,20,11,8,9,-0.9884512702836079
114,114,114,114,6,9,23,30,0.7668999903595876,1,2,12,14,0.8009435594998926,16,21,29,37,0.498944991369838,1,7,14,17,0.8999144570075868,1,8,26,31,0.6590750601641743,1,7,8,10,0.5092322544280788,9,10,11,16,0.399902359932477,1,14,17,19,0.8591673170484277,8,14,18,25,-0.210569474524106,1,7,16,50,0.954368038752088,20,11,8,9,-0.9755976371094612
115,115,115,115,3,7,11,15,-0.4930626711814045,1,10,13,17,0.9101731145043208,18,19,35,39,0.485326645017672,11,15,25,26,0.0983657429746336,7,10,17,19,0.941177747050052,20,27,28,29,-0.4137668840896,8,39,43,49,-0.1564533874744473,1,8,26,29,0.6417928329958527,7,8,11,24,-0.271728691095741,1,7,9,11,0.5093937466381665,20,11,8,9,-0.9739956645642622
116,116,116,116,21,23,34,36,0.8764863748844047,3,10,13,14,0.5680496904553269,7,18,26,27,0.6831655913538384,5,6,9,18,0.9455430219297712,8,10,11,13,-0.3550751978796718,1,7,9,16,0.964936855015828,7,14,24,30,0.8837138376245086,5,17,24,26,0.976878264719447,1,10,14,25,0.6953208511020114,1,14,17,18,0.5643376784188783,20,11,8,9,-0.9874577214932445
117,117,117,117,6,20,32,34,0.3511777092123695,1,14,39,47,0.3177678214432529,4,5,9,14,0.602765427737781,4,33,45,46,0.39355822886747,9,11,16,26,0.5939169197505679,16,23,36,44,0.8597744146635111,7,9,17,23,0.9668497254202046,9,11,13,25,0.1498137021298518,7,8,11,14,-0.5247524543050064,8,9,11,25,-1.2043560944712528,20,11,8,9,-0.9751788954284866
118,118,118,118,7,9,15,22,0.9811491588226786,4,5,8,12,-0.4488433300461651,3,4,7,10,-0.3924863081619263,1,7,8,13,0.6159789756725712,5,21,23,24,0.8363702171951892,2,8,10,16,0.5563713159134639,11,14,17,20,-0.0385719324325286,8,9,10,17,0.4051352578528338,5,7,8,11,-0.5537045566906793,11,24,30,34,0.344207666118106,20,11,8,9,-0.9749413290718387
