,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
179,179,179,179,4,11,12,18,-0.8354954002628205,5,29,39,45,0.3786191207555781,5,13,17,19,0.9932990678647136,1,9,14,17,0.8394980270225473,3,8,15,16,-0.791798121506992,1,5,13,20,0.8801303816786463,5,7,8,11,-0.5745414812099625,1,7,8,15,0.516029362882549,8,14,16,19,0.4211380606227036,9,11,14,17,0.3467455079758705,20,11,8,9,-0.9967846974063614
180,180,180,180,7,10,24,28,0.6851271543546245,2,9,11,13,0.6396038665309792,2,7,9,20,0.8625392650337786,6,8,14,15,0.4209526925929479,1,3,5,7,0.4406824765278697,8,11,22,36,-0.2290674239020236,1,7,9,11,0.503682916248917,5,11,14,17,0.3940304563059728,1,7,20,23,0.8157852421250521,9,10,11,20,0.07341035451716,20,11,8,9,-0.9828646745573315
181,181,181,181,1,13,21,25,0.3577795834690267,7,9,26,28,0.6338850222426744,25,26,27,30,-0.3283990723365648,5,8,11,17,-0.5521194886154226,1,13,14,20,0.8355959009726817,5,7,9,29,0.7476737544655658,1,7,14,16,0.8993518914973052,8,20,24,25,-0.2210792906286103,8,11,16,25,-1.406849205011251,1,7,8,9,0.5049576981700666,20,11,8,9,-0.9981457136511491
182,182,182,182,9,12,29,40,0.8202803315402618,8,13,22,29,0.7441108561359994,11,16,18,20,-0.0442371421345688,9,23,26,30,0.7919179398929171,3,9,17,30,0.1545776534365637,7,8,9,16,0.5807841331344727,5,8,25,28,-0.9613687508731804,8,16,23,24,0.6914356629043071,9,11,16,26,0.592013116388527,8,14,21,26,0.2190934273842189,20,11,8,9,-0.9797788909649603
183,183,183,183,5,12,18,31,0.8596627619536797,16,18,22,23,0.8526451775202577,8,9,25,29,0.1502374365111785,8,9,13,20,0.3222114269704709,9,17,20,30,0.575192744436222,8,9,10,13,0.4340586617920785,4,9,11,28,-1.7351906376823507,1,5,8,14,0.5439152138659351,8,9,11,16,-0.5236607650446496,8,9,16,24,0.6062363009934577,20,11,8,9,-0.9757197245283444
184,184,184,184,7,11,14,27,-0.278876937122297,4,11,17,19,-0.3794015673045792,6,8,9,16,0.5887464440446288,1,5,11,17,0.5272828116263641,7,8,20,25,-0.3821441977396111,1,5,17,20,0.8710081887114879,8,9,11,17,-0.5259666244357764,8,9,11,20,-0.9693296665523572,1,16,17,24,0.8598349297084487,8,18,20,23,0.300453580556245,20,11,8,9,-0.9693296665523572
185,185,185,185,1,10,18,21,0.7633278583398677,1,10,13,17,0.9086381072363195,5,10,11,25,0.0834823038181129,8,10,16,20,0.2130343565232529,2,8,18,33,0.6290612239281914,1,16,17,30,0.6418723804398376,7,9,14,17,0.9459568151630328,24,29,34,41,0.9047938925408556,9,14,20,27,0.3576079896687321,9,20,35,36,0.5149364003831018,20,11,8,9,-0.9800451960133962
186,186,186,186,10,12,14,25,0.6542677492569839,19,30,31,36,0.8363407986405706,7,9,16,17,0.948335408890467,5,8,12,16,0.4573429819755199,1,9,23,33,0.8370961379991866,11,29,36,38,0.6727633629442471,5,20,23,24,0.8700159511015834,8,16,20,24,0.3523873657803837,1,7,14,16,0.9165085014077622,5,9,15,17,0.9473549986912068,20,11,8,9,-0.9630755700617344
187,187,187,187,8,35,37,49,-0.4105640192326909,6,9,16,20,0.8903692690406552,7,8,16,17,0.4120659268859307,1,7,11,15,0.5161760319054953,8,9,10,23,0.4152646265991569,1,7,8,9,0.5074785115610808,8,9,14,17,0.3833177630729635,9,11,13,14,0.5479861103691754,8,9,16,17,0.3803001552208256,1,17,18,20,0.6946230331826859,20,11,8,9,-0.9808404221676952
188,188,188,188,4,5,6,11,-0.5263108580513678,3,8,9,14,-0.4695798813035972,5,7,8,19,0.5299551279233132,7,11,14,18,0.3886700278918102,1,9,10,15,0.7746003439557753,1,7,9,17,0.9610506577201656,8,25,26,28,-0.847386389906565,1,11,23,25,0.1130257557790164,8,9,11,17,-0.538412106296891,5,23,24,28,0.737488753028688,20,11,8,9,-0.9813760526468605
189,189,189,189,7,8,10,12,0.5826381580114096,7,23,24,25,0.7701993709406824,15,26,41,42,0.5453471073185701,6,8,17,21,0.1537745340222756,1,12,16,17,0.6044327535888918,5,9,11,17,0.5710264420032083,8,11,16,17,-0.8592623698060833,8,16,30,31,0.0970811841503502,9,13,17,20,0.8465836171207397,1,7,17,20,0.8631181850213856,20,11,8,9,-0.9806332388577716
190,190,190,190,6,30,38,43,0.539586872717479,9,18,28,39,0.2456243541106851,8,10,20,37,-0.300658421811097,20,22,29,41,0.7745452526616161,8,11,12,22,-0.4813160293777985,1,16,20,26,0.8840827819471102,17,26,28,29,0.7451041353201328,16,26,29,60,0.9577533628516042,8,9,10,11,-0.6145779750872582,1,9,11,17,0.4770785960221604,20,11,8,9,-0.9821688805192617
191,191,191,191,4,16,17,33,0.4525738067001482,8,17,25,27,-1.09534140491508,15,16,20,28,0.1633976697141884,7,30,52,20,0.5825522721355423,8,11,17,26,-0.4460925099498505,16,17,20,25,0.3083427367511578,1,9,20,25,0.4197255820598611,8,9,11,16,-0.5303869422539005,8,14,16,19,0.4377535064274789,1,16,17,20,0.702990287592475,20,11,8,9,-0.9829598176273788
192,192,192,192,2,4,11,28,-1.59555972765593,4,9,14,27,-0.2527355556569743,1,11,14,17,0.2864287483344776,9,16,17,22,0.8179436664884886,3,5,8,11,-2.062261134421407,9,10,11,22,0.4318405907147945,14,19,21,37,0.5185849921600614,11,17,20,24,0.3159735323657645,7,8,9,11,-0.4404635023658971,1,9,14,23,0.9451767614584214,20,11,8,9,-0.9763478336222071
193,193,193,193,1,4,8,28,-1.752829433524299,9,19,33,42,0.8941003912796772,11,20,21,29,-0.161282606681788,3,5,12,16,0.484180329587761,2,7,10,16,0.9767889159060168,9,16,20,27,0.3660410243036583,9,11,16,20,0.2154528895558569,5,9,11,13,0.6234369117742511,1,11,14,27,-0.3468421532913111,1,9,14,24,0.9149703589317166,20,11,8,9,-0.9647581499942586
194,194,194,194,9,17,22,30,0.8036566401193362,7,9,13,47,0.7964019356405594,8,24,26,27,0.0429863699314323,7,8,9,19,0.5503687530211245,16,20,30,31,0.5332802216465222,9,14,28,42,0.5103056020076271,11,14,35,37,-0.5545825074193009,1,5,12,22,0.9833363449008156,7,17,18,29,0.920770144149768,5,7,9,16,0.9389590964152876,20,11,8,9,-0.9767012128565318
195,195,195,195,8,12,17,26,0.4699298352618613,9,10,12,13,0.7803869501651393,8,11,16,24,-0.3488822863882204,7,31,32,44,0.2408459640449402,5,7,20,23,0.699199714723115,9,10,11,26,0.4075747086638903,1,17,27,28,-0.1383932652927575,1,8,11,16,-0.5747699180003436,5,23,24,26,0.8368005848544428,1,5,8,11,-0.4561260122855253,20,11,8,9,-0.9595623349392897
196,196,196,196,3,23,25,33,0.2970380303235606,5,7,14,23,0.8848543911174948,6,31,41,54,0.779680145229678,4,8,33,39,-0.871208318164238,9,36,42,57,0.8343041604940337,9,11,17,27,-0.3011646276783797,8,9,11,20,-0.9717564285466134,5,8,14,17,0.4290633878942774,9,11,16,24,0.5967209718339119,1,7,17,19,0.9873448987388732,20,11,8,9,-0.9717564285466134
197,197,197,197,7,24,30,31,0.8803639473348589,8,9,11,13,-0.3232428159640532,1,4,25,26,0.1513564675288826,5,11,16,17,0.4224442490559844,8,28,34,38,-0.0374162578215031,7,9,13,16,0.977264639130208,1,8,16,20,0.1932196861140637,1,9,13,16,0.9094702676787092,9,16,17,20,0.7615459345322151,1,9,16,29,0.940926304547278,20,11,8,9,-0.956468890726283
198,198,198,198,4,5,7,18,0.530625856853109,1,2,4,30,0.260079970189865,1,7,11,13,0.6207346017357452,5,7,8,20,0.1747669093393467,1,2,5,11,0.6282724618969864,10,16,17,23,0.9066987450546188,1,25,26,42,0.5271847322809661,9,13,14,17,0.8234073911189792,4,11,24,27,-1.450116677410875,1,14,15,16,0.6198547848478797,20,11,8,9,-0.9557765745947648
199,199,199,199,8,9,16,29,0.6057573233218574,9,16,17,30,0.707485700940623,4,7,8,16,-0.4649161802489558,5,8,17,31,0.5713513851036154,4,16,19,26,0.6899200824591648,11,14,17,21,-0.1141630119009498,4,5,8,20,-0.9236265890935946,7,9,20,24,0.8342579297207524,1,8,14,20,0.1763448556827873,9,11,13,14,0.5510940750791424,20,11,8,9,-0.9733112883421349
200,200,200,200,4,16,18,21,-0.0446545854524684,9,36,39,43,0.66384849524998,1,7,8,9,0.5118013765930378,1,8,16,21,0.101317316663996,20,27,28,36,-0.3944149938515324,7,17,19,24,0.988117820353884,9,11,13,14,0.5588843970687204,1,8,14,18,0.328168717104398,5,8,11,19,-0.2821863329223792,8,9,11,14,-0.5014055267869664,20,11,8,9,-0.958707307012419
201,201,201,201,1,5,12,17,0.9119400140520928,5,9,12,20,0.8939354124994915,17,19,39,45,0.4517533002236006,7,11,27,28,-1.4952574155117708,1,9,20,25,0.4228119970923941,8,16,20,23,0.3045393734717898,7,8,9,13,0.6208933520279991,7,8,12,14,0.4414366741404445,5,7,9,16,0.939501690745876,11,24,25,30,-0.3692827254864146,20,11,8,9,-0.9736600545992702
202,202,202,202,1,8,9,13,0.5716024193482726,24,30,31,36,0.8752989088863822,9,10,11,14,0.3970086937580873,2,13,16,20,0.8430892227546233,2,20,23,37,0.6689309375766848,1,5,6,8,0.445914561162317,17,24,25,26,0.834342461308277,1,4,7,9,0.5173761666114507,1,7,11,17,0.5135553962100294,24,25,26,28,0.4026722054616203,20,11,8,9,-0.9773026171733468
203,203,203,203,12,17,18,19,0.6476032184831406,11,12,21,23,0.2136757389354946,1,8,18,27,-0.3599180003716302,5,11,13,18,0.5837257728436476,1,5,7,8,0.4398668414768956,11,20,21,23,-0.1720931430112586,11,13,14,24,0.6323182931240492,1,19,20,21,0.6170111512585272,1,10,11,14,0.4819093902480923,9,11,14,17,0.3635672366325895,20,11,8,9,-0.977139336079258
204,204,204,204,8,26,35,40,-0.3900338337226012,2,7,17,20,0.8985830346229357,7,11,19,24,0.6963861565131164,9,20,23,25,0.5130136958034084,7,11,21,23,0.2067037459717206,1,5,7,17,0.92101493230968,7,8,20,29,0.2891839199773114,7,8,11,13,-0.3252865960301461,3,7,8,17,-0.4691215620299398,1,5,8,11,-0.4745121963657666,20,11,8,9,-0.9739332638490048
205,205,205,205,2,5,8,10,0.6230862266181056,8,26,43,54,0.3186186787712159,10,11,17,26,0.584165764184792,5,8,11,14,-0.509983838033657,9,13,22,28,0.7259235242638274,1,3,7,8,-0.4521804390808193,9,11,14,25,0.0345363217400949,14,19,26,29,0.9861074878884636,1,7,9,18,0.9612963901346386,1,11,16,23,0.5661780735791468,20,11,8,9,-0.9778411268523208
206,206,206,206,29,35,49,62,0.8000583720819474,1,5,14,17,0.9049143583645736,1,7,10,19,0.8193578714720225,1,5,14,44,0.7899179380365265,5,17,21,23,0.8475143141074871,1,18,20,24,0.8891231073403913,1,16,34,36,0.9290460907763812,1,11,12,19,0.5731238772284806,1,9,11,16,0.4835824750228213,1,8,9,11,-0.5013555415420885,20,11,8,9,-0.97913064451405
207,207,207,207,1,7,8,16,0.5343630214040708,7,8,13,16,0.60131417453127,9,13,17,18,0.8109525668106718,2,9,12,14,0.8284175902167387,9,16,20,23,0.8868350453208561,10,13,14,23,0.9515929580458588,9,11,17,25,0.0278835457640349,8,17,25,28,-1.0878088227204148,9,14,24,28,0.7042015928429354,4,8,11,17,-2.2796565566034563,20,11,8,9,-0.9762781691695652
208,208,208,208,1,7,19,23,0.8820034519239601,8,9,13,17,0.5627422857681249,5,15,18,26,0.9309636625597638,15,20,32,33,0.3753586796836967,11,30,32,33,-0.8094842275514158,5,14,16,20,0.8167523906757925,14,19,34,35,0.8150489227557576,8,9,14,24,0.6124367976475797,5,7,9,11,0.4623969820363155,1,9,14,16,0.8509094972612264,20,11,8,9,-0.9633040511955737
209,209,209,209,5,6,11,27,-0.3209263778953675,1,8,18,35,0.0731426726385083,1,12,14,16,0.6278490425415426,1,7,45,48,0.0923081625859854,9,16,21,23,0.8458908794871274,5,17,18,21,0.7507287360896335,16,17,21,23,0.7511527595313714,9,10,19,28,0.3988619131039501,9,10,16,20,0.7122955288694213,16,17,20,27,0.1783946437198829,20,11,8,9,-0.9659355182923233
210,210,210,210,3,9,11,18,-0.4819744158899717,1,5,23,61,0.7338023030551355,1,9,17,19,0.8743811357744635,7,8,9,21,0.1821001532853176,7,12,20,21,0.6195671770051613,1,5,6,7,0.6444605644664512,1,2,8,9,0.5742662971192292,5,11,17,29,0.5995261768919694,8,11,13,16,-0.465318671714231,17,24,26,28,0.7901657286981412,20,11,8,9,-0.9601586294292335
211,211,211,211,8,19,31,34,0.6825115491216347,9,11,13,14,0.5494350873251935,12,13,14,18,0.5428801054848458,16,21,33,35,0.5382902797452336,1,5,9,14,0.9622000455106712,1,9,14,46,0.9291248175615888,8,14,18,26,0.4361544375658881,13,17,25,30,0.3467147987878511,1,8,9,11,-0.5013685507582304,1,9,17,19,0.8795001198828564,20,11,8,9,-0.9788584881288849
212,212,212,212,5,16,21,24,0.8960666941671367,5,13,20,26,0.8879279962426654,7,20,24,26,0.8635490586126184,1,5,29,60,0.8293801821367606,3,7,8,21,-1.0361598401595984,14,19,28,39,0.3524915562783035,8,9,20,23,0.3145677010129479,9,11,13,17,0.5496660427465005,8,16,20,32,-0.9935643425340284,1,7,8,16,0.5449066574286177,20,11,8,9,-0.9644131634850825
213,213,213,213,13,14,16,17,0.5291026749113324,27,44,52,58,0.4365089206426473,7,36,38,45,0.7466044637539773,7,16,18,26,0.9231993766247916,5,18,19,20,0.9243780106286386,17,23,39,47,0.4224719995198882,1,20,24,26,0.9117902107136628,5,14,16,20,0.8046981065370404,1,11,25,26,0.1126053384179096,7,8,14,17,0.4151493965788128,20,11,8,9,-0.9799633469912581
214,214,214,214,17,23,28,34,0.6974027004502109,16,17,23,26,0.9180501400155036,5,9,16,17,0.9450852487733552,7,11,21,22,0.2610490256052302,8,11,14,16,-0.8384489004772406,8,9,18,32,-0.4532157005599131,1,2,7,9,0.910413785100585,7,8,9,11,-0.4408158348607813,9,17,19,24,0.8741717428428498,7,9,11,14,0.5728282060751013,20,11,8,9,-0.9772235936432627
215,215,215,215,1,7,15,17,0.9091872541588474,3,7,9,10,0.392736768714829,14,22,26,28,0.7454975990872242,8,17,20,37,-0.3540382624189251,1,8,9,11,-0.4889782278271515,8,9,16,17,0.3929957462127376,11,17,19,20,0.3013935983462509,8,13,16,19,0.6389816259402217,8,9,17,20,0.2243584709562096,1,7,11,20,0.2239199993041629,20,11,8,9,-0.9631744265655471
216,216,216,216,3,5,11,14,-0.4747179969124242,9,11,15,32,-0.466764122707189,17,31,56,57,0.884076086859239,7,33,35,37,0.5124729722402854,5,9,11,12,0.5826572273434565,9,20,34,35,0.5710294781856824,5,11,13,17,0.5844905958301094,9,11,25,26,0.1425333767426019,1,9,17,19,0.8802432644138797,14,16,17,20,0.4658074971870792,20,11,8,9,-0.9790796102038217
217,217,217,217,7,9,18,20,0.8879419347682117,2,6,15,20,0.9015685398874912,8,11,17,22,-0.5018770175003606,5,9,14,17,0.94692416877248,11,16,17,24,0.412050726321137,7,16,17,18,0.7078751955908608,7,9,11,16,0.5717340810437855,7,11,14,16,0.4048307022989257,8,11,17,26,-0.4388373470243794,7,8,9,16,0.5823375752583292,20,11,8,9,-0.976501191356661
218,218,218,218,8,24,43,51,0.4997981410173489,9,11,19,23,0.5862657844236963,1,8,27,29,-0.1510181349045694,6,11,13,14,0.594479004651637,8,17,20,23,0.2983000433096516,9,10,12,16,0.7684678642561407,1,5,8,13,0.6254226422521679,16,25,28,39,-0.5097353986317643,8,11,16,20,-1.111940349532759,9,11,16,17,0.3633963879469367,20,11,8,9,-0.9741427995307281
219,219,219,219,4,11,12,20,-1.0624827137344202,9,14,20,23,0.8870608752813337,10,14,17,29,0.9057518571853642,4,6,9,11,-0.410702842259075,7,14,16,17,0.7223961538861642,1,17,27,35,0.2084792603398353,14,21,29,31,0.8264307302567304,9,11,14,17,0.3653119694967013,5,18,25,26,0.7796497211548503,1,7,8,11,-0.4891028065732092,20,11,8,9,-0.9757212521242189
220,220,220,220,11,22,25,30,-0.4652089840452018,3,7,9,16,0.5959081429558215,7,11,13,18,0.5806141092868352,3,9,16,29,0.6186312819069456,9,26,28,53,0.3250991266470752,16,17,30,34,0.5803529168653503,16,20,33,39,0.6306872402111873,1,16,18,21,0.6454653512855306,9,21,26,27,0.3508641887971105,7,8,9,11,-0.4387236650314623,20,11,8,9,-0.9742910775583602
221,221,221,221,4,13,16,18,0.3683392204376227,9,16,18,21,0.7131065052497184,9,10,17,20,0.7105716503972674,11,12,14,29,0.4582046371803765,7,9,14,17,0.9501350983986688,8,11,20,22,-0.8237295286176569,8,9,16,17,0.3972720551544675,8,11,14,26,-0.399205015231306,7,8,9,19,0.5505243768287476,8,12,16,20,0.043523442902106,20,11,8,9,-0.9586805575208714
222,222,222,222,1,11,25,27,-1.0136871075130696,2,8,11,16,-0.465716547643642,5,6,10,29,0.7326176733470233,3,8,10,13,-0.2949201352783674,6,8,20,28,-0.7032949599909022,20,21,28,30,-0.7830514121675249,5,8,12,23,0.624609343071183,1,5,9,13,0.9045713018685784,16,17,20,26,0.8031287795305269,1,7,8,11,-0.4701710889640291,20,11,8,9,-0.9591398424193356
223,223,223,223,2,4,9,10,0.4423270685173864,1,33,34,45,0.8222406979315555,1,3,7,14,0.563349246604585,8,13,18,22,0.569938600836291,7,17,24,31,0.9827697801275228,8,11,12,29,-0.3917535812946646,9,11,14,17,0.3780259823086669,8,10,16,23,0.6072199210947127,8,11,17,19,-0.3983469613786514,8,9,16,24,0.6117568885685927,20,11,8,9,-0.9615134790854278
224,224,224,224,9,20,27,33,0.4280529393998314,16,27,31,38,0.7005932672913329,3,5,6,8,-0.5040886664048538,1,7,9,11,0.5053333145342561,5,8,9,13,0.6268031085206294,7,10,23,25,0.698690893082659,2,16,20,25,0.4861881495342081,8,11,14,16,-0.8327417712095337,17,19,20,23,0.93171483260788,1,8,9,17,0.4929470004769594,20,11,8,9,-0.9753351863594562
225,225,225,225,7,11,13,21,0.2796220540380841,5,10,19,20,0.7790697897981825,1,9,13,16,0.909732319160474,8,9,11,16,-0.4997671710611895,6,8,14,23,0.6195710411814179,1,7,16,19,0.9882836789117077,16,23,33,38,0.979680348762538,1,8,11,14,-0.5665957756798807,8,9,14,16,0.4101843714210998,8,16,23,25,0.1448493926734008,20,11,8,9,-0.9534282392110227
226,226,226,226,6,14,32,34,0.6207365058721916,1,9,30,33,0.7453296184019538,1,8,26,28,-0.1347309473212739,3,6,8,14,-0.4239641554035531,1,14,15,17,0.6104775436169689,7,11,16,26,0.5995746736978375,9,11,14,19,0.5514595338944885,1,4,5,7,0.4567648375175246,7,9,11,13,0.6203778906204975,5,11,14,16,0.4324440898272589,20,11,8,9,-0.955617421304253
227,227,227,227,6,21,27,28,-0.6102796971473718,5,14,16,19,0.9521461442712612,23,28,52,61,0.3794470532401994,11,20,21,28,-1.461001706747548,2,20,26,30,0.697521798794373,5,16,19,24,0.9887751010663198,1,7,11,12,0.546980618852966,17,23,24,26,0.986013628784207,5,7,13,19,0.873541045467997,1,4,8,20,-0.944024323211098,20,11,8,9,-0.9525396698830049
228,228,228,228,6,7,9,14,0.9366227703856504,5,14,16,27,0.5674275129644886,7,9,11,16,0.5728424583376435,7,8,9,11,-0.4392643227052979,12,14,17,26,0.6939234939724281,2,11,16,24,0.6333711657523499,7,9,11,16,0.5728424583376435,8,14,16,23,0.4512062310977602,14,16,20,28,0.1774355979649758,1,17,24,26,0.9893305499756132,20,11,8,9,-0.9741574871315215
229,229,229,229,16,25,45,47,-0.4178891634485553,7,8,9,16,0.5852798179112687,5,7,13,17,0.943441616159262,1,8,16,17,0.3116426954561748,8,23,24,38,0.7259850928776096,9,14,21,26,0.8465205052551921,8,17,19,20,0.3110054842250953,9,23,27,31,0.73217151985836,5,11,20,23,0.295389996260809,1,8,15,20,0.1746310441425393,20,11,8,9,-0.969815071329575
230,230,230,230,4,9,16,33,0.6006436512973437,9,10,18,26,0.818868199058203,9,23,25,28,0.2643955609279498,7,8,9,17,0.5801889292259986,17,18,21,25,0.169419709876077,4,5,7,8,-0.511789227521684,8,10,11,17,-0.5358833615708734,16,21,25,33,0.4377788160880425,1,7,8,9,0.5103957445839353,1,5,14,26,0.9707607307520556,20,11,8,9,-0.971926699368659
231,231,231,231,13,16,26,36,0.9728652321683212,11,24,29,34,0.7597992279116015,7,11,18,25,0.038836860965807,26,28,34,45,0.3807987298698135,8,28,34,39,-0.8127348201060436,7,14,16,23,0.9315222357385716,8,9,11,16,-0.5173756204227218,14,19,20,23,0.9353410325206892,1,7,8,9,0.5129841552486609,5,9,17,20,0.8929028491272516,20,11,8,9,-0.9678710636145491
232,232,232,232,10,21,22,35,0.49678997042937,7,12,16,30,0.7641226141701254,1,5,7,24,0.8369979299675603,1,11,23,25,0.12379455092214,1,2,20,25,0.511885092857011,1,11,14,16,0.3022868405433396,7,8,15,17,0.4198055255367368,9,11,14,25,0.0435533983497474,8,9,11,14,-0.5120075472419847,5,8,9,26,0.5636466609844311,20,11,8,9,-0.9665799344493191
233,233,233,233,4,9,11,19,-0.3431381395082682,9,17,22,27,0.6652455256358999,7,8,10,17,0.5796693972996237,1,5,13,21,0.8339057150874244,28,35,47,52,-0.2378548639224409,23,30,32,39,-0.3062095017866262,1,8,9,10,0.328533180878179,5,8,9,11,-0.4189581367470494,1,11,16,18,0.2871221666976594,1,7,20,26,0.8169893830845885,20,11,8,9,-0.96492171860449
234,234,234,234,20,21,35,36,0.1858410503959703,2,8,9,17,0.5697546609349402,2,3,11,16,-0.4128244003524373,3,10,12,26,0.6300374066751311,2,5,16,20,0.9142468856222324,13,14,25,28,0.2272658653689412,8,9,11,16,-0.4933960928794962,11,17,21,28,-0.9351770665683836,1,5,10,16,0.9582796508164424,1,10,11,14,0.4963009128024572,20,11,8,9,-0.9468029152376551
235,235,235,235,2,5,19,25,0.8203618886646209,5,9,27,31,0.7091879180585641,14,20,22,24,0.908477208352734,7,8,11,19,-0.2995134996400326,9,11,16,19,0.5485265039905481,7,8,9,14,0.5900571722566375,11,15,23,49,0.6361496384517791,26,31,52,53,0.8555516117718924,1,16,23,24,0.9909141614708789,7,8,11,17,-0.5138810424309177,20,11,8,9,-0.9623788464989464
236,236,236,236,6,7,8,9,0.4627481593730734,5,28,40,48,-0.8858466153620608,9,10,17,26,0.8126432341474472,1,7,9,24,0.8584097206446581,8,14,26,41,0.3909416409570133,1,16,23,24,0.9909403662216352,1,9,10,16,0.7683680566098647,1,17,20,21,0.5458118298725049,1,8,11,16,-0.5785046582506059,1,8,9,14,0.50732567152247,20,11,8,9,-0.9580031478748836
237,237,237,237,23,25,47,59,-0.3009479254859333,13,15,18,21,0.6645680010435846,16,21,60,31,0.8352453543802085,8,20,27,39,-1.4719265884784811,5,8,18,23,0.6237899802410605,20,21,29,36,0.6664040164058618,1,3,7,8,-0.4118930546729116,3,8,9,14,-0.4279944868436018,8,9,11,23,-0.319991262160737,1,8,16,17,0.3466059125247137,20,11,8,9,-0.9409050613562258
238,238,238,238,3,6,23,27,-0.1379221878341452,2,7,9,12,0.9784222361047455,1,7,13,14,0.983119141130272,2,6,7,9,0.8471627882907228,9,25,44,55,0.3017745059660219,7,8,16,17,0.4345114290186176,1,6,7,11,0.4383316204320424,7,11,26,46,0.6320750559370365,7,8,9,20,0.2558208925271614,3,5,8,9,-0.3797838161993745,20,11,8,9,-0.9566533693147514
239,239,239,239,1,4,8,9,-0.4298616321336679,3,7,16,24,0.6918038788483899,1,8,34,50,0.6683831307406363,1,19,23,31,0.9618818319979664,3,8,9,25,-1.1196474094811908,8,11,14,16,-0.7653356997084622,7,8,14,27,-0.2168340678331051,1,4,11,14,-0.511269941223168,7,14,16,24,0.9448197386812336,1,8,9,16,0.5158739981605849,20,11,8,9,-0.9357193740863301
